Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
0420020000,75.8386055953,22.743914135900003,18.1396333805,0.20263557787300002,4.1224310944800004,15.988889478900001
0420030000,66.4799146324,17.4942098323,14.3424923492,0.0,4.1224310944800004,15.988889478900001
0420040000,101.66957050100001,28.052028562600004,20.9892654589,0.569296248772,12.367293283399999,24.9413748627
0420050000,117.44728856200001,28.090512828,23.6011906107,13.6966048515,12.367293283399999,24.9413748627
0420060000,168.310551225,29.1100677871,24.286436930100002,11.7570851899,24.7345865669,70.7195625826
0420070000,190.26105713200002,29.3634206306,25.393056193899998,5.35281785532,37.1018798503,92.3937384068
0420080000,201.47477083400003,29.4616011642,26.564598927600002,3.2535244316500003,37.1018798503,104.43494719799999
0420090000,212.905437498,29.633026447800003,27.080119585300004,1.9556048458700002,37.1018798503,116.47615598899999
0420100000,213.859090379,29.756283946,28.6493424277,1.2161254795299998,37.1018798503,116.47615598899999
0420110000,216.679341583,29.8606732752,31.7876095291,0.793571657692,37.1018798503,116.47615598899999
0420120000,204.185677151,30.1549983229,31.407432105599998,0.427467195796,37.1018798503,104.43494719799999
0420130000,215.043720377,30.462816390300002,30.2667420706,0.07668054859210001,37.1018798503,116.47615598899999
0420140000,215.209148467,30.6299970114,30.341814428499998,0.0,37.1018798503,116.47615598899999
0420150000,213.216513869,30.629852016199997,28.3495728425,0.0,37.1018798503,116.47615598899999
0420160000,212.074742329,30.7209190241,27.1172895953,0.0,37.1018798503,116.47615598899999
0420170000,211.61730830099998,30.6891168648,26.6851961421,0.007562753093430001,37.1018798503,116.47615598899999
0420180000,124.229454645,28.0812336242,23.1785938514,0.0,24.7345865669,47.5788473902
0420190000,127.012960118,27.8840994589,21.4609149462,0.0,24.7345865669,47.5788473902
0420200000,114.08057865100001,27.7745804782,20.498132783499997,0.000192907991972,12.367293283399999,38.6892022431
0420210000,80.4121365874,15.2219804497,11.311078681600002,0.0,12.367293283399999,27.0668015668
0420220000,74.32789228600001,22.743914135900003,16.831556046099998,0.0,4.1224310944800004,15.988889478900001
0420230000,65.5742003859,17.4942098323,13.436778515999999,0.0,4.1224310944800004,15.988889478900001
0420240000,74.4607907529,22.919144505100004,16.5462460518,0.24297805144,4.1224310944800004,15.988889478900001
0421010000,65.5105069158,17.4942098323,13.3730850207,0.0,4.1224310944800004,15.988889478900001
0421020000,73.8280283503,22.3058382131,16.4939342925,0.275833667945,4.1224310944800004,15.988889478900001
0421030000,67.13567028850001,18.3703616779,13.2661895101,0.8559069761720001,4.1224310944800004,15.988889478900001
0421040000,100.92209862,28.052028562600004,19.4584109884,1.35267916704,12.367293283399999,24.9413748627
0421050000,118.39911836700001,28.0820631818,22.285468891,15.972606353900002,12.367293283399999,24.9413748627
0421060000,168.89220599700002,29.0900551212,22.6471536692,13.998036221300001,24.7345865669,70.7195625826
0421070000,189.515710772,29.333606880900003,23.3609410848,6.6694058296500005,37.1018798503,92.3937384068
0421080000,200.13163841,29.4438859881,24.358187157899998,4.13448677673,37.1018798503,104.43494719799999
0421090000,211.857865355,29.641885921500002,25.3673470885,2.61196610699,37.1018798503,116.47615598899999
0421100000,211.254655952,29.8034788075,25.5492693006,1.6645592639700002,37.1018798503,116.47615598899999
0421110000,211.910136296,29.9383340658,26.6349391168,1.09938414451,37.1018798503,116.47615598899999
0421120000,200.354212127,30.1284837538,27.4659354604,0.564033959783,37.1018798503,104.43494719799999
0421130000,214.138844075,30.4581393958,29.3096864382,0.133512133846,37.1018798503,116.47615598899999
0421140000,215.62192469400003,30.7456964108,30.6389193797,0.0,37.1018798503,116.47615598899999
0421150000,216.681179019,30.882073039899996,31.5619862477,0.0,37.1018798503,116.47615598899999
0421160000,215.78585426,30.903638561599998,30.645702302800004,0.0,37.1018798503,116.47615598899999
