Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/07  11:00:00,177.082451986,28.9145652543,22.7316606686,15.1526016996,16.4897243779,93.1370602926,136.290883125,128.346268678,7.92461444751,0.02
 01/07  12:00:00,174.596788688,28.9150446382,23.3231084883,12.07500764,16.4897243779,93.1370602926,140.708465676,124.170778961,7.92461444751,8.61307226799
 01/07  13:00:00,165.417201173,28.9147481239,23.719054588,11.6514312784,16.4897243779,83.9857416113,131.950431971,124.005817524,7.92461444751,0.02
 01/07  14:00:00,164.555782699,28.9141502204,24.0094539371,10.5002124166,16.4897243779,83.9857416113,130.76507104,122.820456592,7.92461444751,0.02
 01/07  15:00:00,165.547889706,28.9135327619,24.2799499955,11.2224861759,16.4897243779,83.9857416113,131.382074577,123.437460129,7.92461444751,0.02
 01/07  16:00:00,134.328648966,28.8697702852,21.7838487912,0.0,12.3672932834,70.6512738906,76.4486048327,71.475720803,4.9528840297,0.02
 01/07  17:00:00,133.678456173,28.8697702852,20.9416582598,0.191989293734,12.3672932834,70.6512738906,77.4409718026,72.4680877729,4.9528840297,0.02
 01/07  18:00:00,135.606448543,28.8697702852,20.4827066179,1.00747201426,12.3672932834,58.1284167478,81.259337376,76.2864533463,4.9528840297,0.02
 01/07  19:00:00,98.6321159703,26.2413147484,20.3318195596,0.0,12.3672932834,24.9413748627,103.110742343,98.1378583137,4.9528840297,0.02
 01/07  20:00:00,98.8355907447,26.4603527098,20.2948819414,0.0213744812773,12.3672932834,24.9413748627,117.878152473,104.323435532,4.9528840297,8.60183291147
 01/07  21:00:00,81.845595554,27.117466594,18.8737124532,0.929942347289,4.12243109448,16.0517297156,118.336214542,115.344484124,2.97173041782,0.02
 01/07  22:00:00,68.615705242,20.1183413071,13.7886242344,0.0,4.12243109448,15.9888894789,98.1314889112,95.1397584934,2.97173041782,0.02
 01/07  23:00:00,63.786912136,17.4942098323,11.21457251,0.0,4.12243109448,15.9888894789,86.469622111,83.4778916932,2.97173041782,0.02
 01/07  24:00:00,74.4723825636,22.6562989514,14.0615191729,2.28966189208,4.12243109448,15.9888894789,107.246693047,104.254962629,2.97173041782,0.02
 01/08  01:00:00,69.7778291404,19.2465135235,10.762556222,6.63152286858,2.06121554724,15.9888894789,88.1718836848,85.1801532669,2.97173041782,0.02
 01/08  02:00:00,82.0561014841,24.0581419043,12.8200401753,10.2566388523,2.06121554724,15.9888894789,110.815839664,107.824109246,2.97173041782,0.02
 01/08  03:00:00,74.3169644093,19.2465135235,9.84993795286,9.44056531542,2.06121554724,15.9888894789,90.1925539425,87.2008235247,2.97173041782,0.02
 01/08  04:00:00,89.0048904831,24.0581419043,11.5790848051,13.454870493,2.06121554724,15.9888894789,112.884684532,109.892954114,2.97173041782,0.02
 01/08  05:00:00,79.2642881993,19.2465135235,8.90077820834,11.8223327761,2.06121554724,15.9888894789,91.4251688934,88.4334384756,2.97173041782,0.02
 01/08  06:00:00,94.3559753246,24.0581419043,11.1898355576,16.4861247811,2.06121554724,15.9888894789,114.399078582,111.407348164,2.97173041782,0.02
 01/08  07:00:00,84.1394119777,19.2465135235,9.89634061204,13.6523298076,2.06121554724,15.9888894789,92.2316062658,89.239875848,2.97173041782,0.02
 01/08  08:00:00,90.5251254072,24.0581419043,13.5112238178,16.5808765356,2.06121554724,15.9888894789,113.675545789,110.683815371,2.97173041782,0.02
 01/08  09:00:00,95.8335630837,19.2465135235,11.7843962216,8.10137281499,4.12243109448,41.7362269337,86.2903058676,81.3174218379,4.9528840297,0.02
 01/08  10:00:00,108.095467115,24.0581419043,18.1067070375,5.55002166108,4.12243109448,41.7362269337,99.593928854,94.6210448243,4.9528840297,0.02
 01/08  11:00:00,97.7025972479,19.2465135235,16.1957873228,3.08061180074,4.12243109448,41.7362269337,76.8576584285,71.8847743988,4.9528840297,0.02
 01/08  12:00:00,110.61604155,23.6200659815,22.2186809232,2.38382167817,4.12243109448,41.7362269337,91.3779054154,86.4050213857,4.9528840297,0.02
 01/08  13:00:00,100.487357753,19.6845894463,21.0567337413,2.51752105671,4.12243109448,41.7362269337,71.8754924972,66.9026084675,4.9528840297,0.02
 01/08  14:00:00,116.184568302,23.6200659815,28.4253046467,1.45569739016,4.12243109448,41.7362269337,86.6526539345,81.6797699048,4.9528840297,0.02
 01/08  15:00:00,108.49035179,19.68517726,26.1170775818,1.5329486626,4.12243109448,41.7362269337,69.2572509592,64.2843669295,4.9528840297,0.02
 01/08  16:00:00,121.018901009,23.6200913374,28.8924574025,0.868232356379,4.12243109448,41.7362269337,86.0044552447,81.031571215,4.9528840297,0.02
 01/08  17:00:00,72.2654836129,18.3703616779,18.598200703,0.582909955613,4.12243109448,24.8785346261,75.7045284522,70.7316444225,4.9528840297,0.02
 01/08  18:00:00,82.4653987292,21.8677622903,18.3980736793,0.0,2.06121554724,15.9888894789,102.920605924,99.928875506,2.97173041782,0.02
 01/08  19:00:00,77.35664437,17.4942098323,13.5477332441,0.0,2.06121554724,15.9888894789,86.1651913688,83.173460951,2.97173041782,0.02
 01/08  20:00:00,89.3526318552,21.8677622903,16.0975210613,0.0,2.06121554724,15.9888894789,108.208755562,105.217025145,2.97173041782,0.02
 01/08  21:00:00,80.8965125987,18.5893996393,11.8824082553,2.53615681371,2.06121554724,15.9888894789,88.0654388008,85.073708383,2.97173041782,0.02
 01/08  22:00:00,98.93579857,23.9705267198,14.5782674955,6.84920077539,2.06121554724,15.9888894789,109.54981547,106.558085053,2.97173041782,0.02
 01/08  23:00:00,88.3282886148,19.2465135235,11.5650442546,7.46082642004,2.06121554724,15.9888894789,89.0649660355,86.0732356177,2.97173041782,0.02
 01/08  24:00:00,105.000250855,24.0581419043,13.746524539,11.3437779611,2.06121554724,15.9888894789,120.045248453,108.471687559,2.97173041782,8.6018304763
 01/09  01:00:00,93.3239100978,19.2465135235,10.34575692,9.98676796864,4.12243109448,15.9888894789,89.6602787101,86.6685482923,2.97173041782,0.02
 01/09  02:00:00,109.23622795,24.0581419043,12.1923383611,14.3317837532,4.12243109448,15.9888894789,111.86183688,108.870106462,2.97173041782,0.02
 01/09  03:00:00,95.9520525473,19.2465135235,9.42615614921,12.6981181907,4.12243109448,15.9888894789,90.6754861099,87.6837556921,2.97173041782,0.02
 01/09  04:00:00,115.783531263,24.0581419043,12.7212848119,17.084046583,4.12243109448,15.9888894789,112.621967889,109.630237472,2.97173041782,0.02
 01/09  05:00:00,138.927978847,27.9936184396,16.334775188,10.7431262712,12.3672932834,24.9413748627,127.623251751,122.650367722,4.9528840297,0.02
 01/09  06:00:00,184.217174995,28.4332445387,19.8261811518,52.2769305003,12.3672932834,24.9413748627,195.577238675,190.604354645,4.9528840297,0.02
 01/09  07:00:00,228.398223282,28.8733411996,19.0811103304,41.4099136423,24.7345865669,70.7195625826,161.914506485,151.988738425,9.90576805939,0.02
 01/09  08:00:00,237.957469999,28.9023860041,19.899061253,27.747432597,37.1018798503,92.3937384068,139.662860517,129.737092458,9.90576805939,0.02
 01/09  09:00:00,236.711209022,28.9174827033,23.9990676375,17.6645448707,37.1018798503,104.434947198,127.936508981,118.010740922,9.90576805939,0.02
 01/09  10:00:00,247.136532629,28.9428108112,33.2169864642,10.1062125707,37.1018798503,116.476155989,126.280162942,107.747331945,9.90576805939,8.62706293744
 01/09  11:00:00,229.270799,29.1737960341,31.632754244,6.73620306972,37.1018798503,116.476155989,110.625774884,100.700006825,9.90576805939,0.02
 01/09  12:00:00,224.557536157,29.4648651925,35.5971276019,4.82539934123,37.1018798503,116.476155989,114.475602869,95.9363188831,9.90576805939,8.63351592681
 01/09  13:00:00,216.451776626,29.7799476848,40.3889944967,3.39127026951,37.1018798503,104.434947198,101.193040045,91.2672719854,9.90576805939,0.02
 01/09  14:00:00,228.01114267,30.0628391523,41.3420760803,2.25237137297,37.1018798503,116.476155989,97.8290888369,87.9033207775,9.90576805939,0.02
 01/09  15:00:00,236.881431019,30.2678925509,47.718985118,1.58781768319,37.1018798503,116.476155989,103.738855753,85.201128144,9.90576805939,8.63195954974
 01/09  16:00:00,247.0846225,30.2431264619,49.6919908845,1.17733261992,37.1018798503,116.476155989,94.0865196762,84.1607516168,9.90576805939,0.02
 01/09  17:00:00,253.368421055,29.6534690869,49.5790921807,1.05511011686,37.1018798503,116.476155989,107.420742857,88.888969355,9.90576805939,8.62600544251
 01/09  18:00:00,266.331771978,29.3917749853,47.5849217206,1.09820587766,37.1018798503,116.476155989,101.923377093,91.9976090336,9.90576805939,0.02
 01/09  19:00:00,172.210496802,27.3365045554,35.93215507,0.0,24.7345865669,47.5788473902,77.3647278967,72.391843867,4.9528840297,0.02
 01/09  20:00:00,173.677419549,28.1031374203,35.3894543908,0.0,24.7345865669,47.5788473902,83.4497773165,78.4768932868,4.9528840297,0.02
 01/09  21:00:00,147.50046882,26.6793906712,30.0810984057,0.0,12.3672932834,38.6892022431,96.6164425502,93.6247121324,2.97173041782,0.02
 01/09  22:00:00,97.480574078,13.9953678658,15.7554127551,0.0,12.3672932834,27.0668015668,61.8774305095,58.8857000917,2.97173041782,0.02
 01/09  23:00:00,90.8789708901,18.3689203239,19.8594606958,0.0,4.12243109448,15.9888894789,88.1911183411,76.618836682,2.97173041782,8.60055124126
 01/09  24:00:00,65.4574058167,10.4965258994,11.1914889201,0.0,4.12243109448,15.9888894789,47.4441666387,44.4524362209,2.97173041782,0.02
 01/10  01:00:00,92.8881135458,19.5079177232,21.2010155796,0.0,4.12243109448,15.9888894789,82.1222871841,79.1305567662,2.97173041782,0.02
 01/10  02:00:00,63.9589585459,10.4965258994,11.051789905,0.0,4.12243109448,15.9888894789,47.6600150494,44.6682846316,2.97173041782,0.02
 01/10  03:00:00,96.6026630982,21.3449538909,22.9818833239,0.065771172422,4.12243109448,15.9888894789,92.6712651729,89.6795347551,2.97173041782,0.02
 01/10  04:00:00,84.0838148351,17.4942098323,17.6511518679,0.0,4.12243109448,15.9888894789,80.4321075657,77.4403771478,2.97173041782,0.02
 01/10  05:00:00,126.567170843,28.1980538702,27.8676624603,0.172743749733,12.3672932834,24.9413748627,112.028387151,107.055503122,4.9528840297,0.02
 01/10  06:00:00,142.169372785,28.0402189468,29.0741501744,16.2463507236,12.3672932834,24.9413748627,178.426968491,173.454084462,4.9528840297,0.02
 01/10  07:00:00,195.933109252,28.9908444522,28.3629500228,13.7689026138,24.7345865669,70.7195625826,144.731993215,134.806225156,9.90576805939,0.02
 01/10  08:00:00,210.867068903,29.1145228696,27.9270770052,8.31616823993,37.1018798503,92.3937384068,125.561953954,115.636185895,9.90576805939,0.02
 01/10  09:00:00,209.340990396,29.2443543025,28.8281677844,3.6101242827,37.1018798503,104.434947198,116.579283166,106.653515107,9.90576805939,0.02
 01/10  10:00:00,218.391309855,29.5504484403,31.717568029,1.82747956012,37.1018798503,116.476155989,116.915915575,98.3844289739,9.90576805939,8.62571854142
 01/10  11:00:00,219.104352393,29.9534642433,33.987063583,0.926483519887,37.1018798503,116.476155989,102.222275587,92.2965075274,9.90576805939,0.02
 01/10  12:00:00,221.093872701,30.3619529702,35.9108968427,0.583410620972,37.1018798503,116.476155989,106.806248579,88.2685072994,9.90576805939,8.63197321987
 01/10  13:00:00,210.81137686,30.7034235327,36.8631989437,0.423714873991,37.1018798503,104.434947198,95.4231615027,85.4973934433,9.90576805939,0.02
 01/10  14:00:00,221.974168258,30.9930777615,36.3778403203,0.365637385669,37.1018798503,116.476155989,101.645271858,83.1060473036,9.90576805939,8.63345649515
 01/10  15:00:00,222.98215105,30.9622776569,37.4579026991,0.324634164818,37.1018798503,116.476155989,92.9183248858,82.9925568264,9.90576805939,0.02
 01/10  16:00:00,224.412454556,30.938429971,38.2714704714,0.286854794542,37.1018798503,116.476155989,92.7748435303,82.8490754709,9.90576805939,0.02
 01/10  17:00:00,221.973107265,30.2636535291,34.9830709423,0.495636202378,37.1018798503,116.476155989,106.218839369,87.6870460411,9.90576805939,8.62602526837
 01/10  18:00:00,230.815331924,29.8597869424,27.0237411125,0.851484015242,37.1018798503,116.476155989,101.268200746,91.3424326867,9.90576805939,0.02
 01/10  19:00:00,148.124880641,27.4460235361,20.3601043132,0.0,24.7345865669,47.5788473902,78.3477928343,73.3749088046,4.9528840297,0.02
 01/10  20:00:00,151.200198533,28.212656401,19.5917745725,0.0,24.7345865669,47.5788473902,84.9884330962,80.0155490665,4.9528840297,0.02
 01/10  21:00:00,128.246446895,26.2413147484,18.4684665362,0.0,12.3672932834,38.6892022431,98.3411136184,95.3493832005,2.97173041782,0.02
 01/10  22:00:00,103.301305523,20.3826282148,13.3171931423,0.0,12.3672932834,27.0668015668,89.2128433858,77.6357621003,2.97173041782,8.60535086774
 01/10  23:00:00,78.5610755464,17.4942098323,11.5413346818,0.0,4.12243109448,15.9888894789,76.3200522541,73.3283218363,2.97173041782,0.02
 01/10  24:00:00,94.4024831595,23.0943748742,15.0390399755,0.280278816782,4.12243109448,15.9888894789,97.7070093669,94.7152789491,2.97173041782,0.02
 01/11  01:00:00,80.7561248033,18.1513237165,12.1556275598,0.337054611322,4.12243109448,15.9888894789,79.777726603,76.7859961852,2.97173041782,0.02
 01/11  02:00:00,89.7982889851,22.3058382131,15.2261275853,0.397329126257,4.12243109448,15.9888894789,100.140694737,97.1489643196,2.97173041782,0.02
 01/11  03:00:00,83.1497975485,18.7208224161,13.3793683689,1.4246461469,4.12243109448,15.9888894789,80.9498864194,77.9581560016,2.97173041782,0.02
 01/11  04:00:00,87.204883957,22.6562989514,16.5822236156,1.23298634554,4.12243109448,15.9888894789,102.456742988,99.4650125702,2.97173041782,0.02
 01/11  05:00:00,105.27091776,27.7015678244,16.6121391504,2.00503842218,12.3672932834,24.9413748627,116.740713284,111.767829254,4.9528840297,0.02
 01/11  06:00:00,135.532841166,28.5007703169,18.931865348,25.3897838161,12.3672932834,24.9413748627,182.341727548,177.368843518,4.9528840297,0.02
 01/11  07:00:00,187.70016447,28.9887945586,19.732503932,20.0735206258,24.7345865669,70.7195625826,149.083912744,139.158144685,9.90576805939,0.02
 01/11  08:00:00,205.668344992,29.1279122215,19.0670176344,14.3546844904,37.1018798503,92.3937384068,129.575117281,119.649349222,9.90576805939,0.02
 01/11  09:00:00,211.492987197,29.210491799,19.8885532341,9.59794199468,37.1018798503,104.434947198,120.780240294,110.854472235,9.90576805939,0.02
 01/11  10:00:00,215.83772882,29.3544622589,23.1884000597,4.65638105491,37.1018798503,116.476155989,120.894774622,102.361720629,9.90576805939,8.62728593405
 01/11  11:00:00,212.95307764,29.5885676008,26.365110363,2.76205329782,37.1018798503,116.476155989,106.0863406,96.1605725406,9.90576805939,0.02
 01/11  12:00:00,211.906529249,29.804066027,25.9711181245,1.89373600339,37.1018798503,116.476155989,112.033475775,93.4942121543,9.90576805939,8.6334955617
 01/11  13:00:00,200.502049533,30.3731735752,26.5072079561,1.38577866753,37.1018798503,104.434947198,98.5383775785,88.6126095191,9.90576805939,0.02
 01/11  14:00:00,222.841686109,30.864091019,33.1363492344,1.06330083211,37.1018798503,116.476155989,102.466257108,83.9270229748,9.90576805939,8.63346607416
 01/11  15:00:00,216.976485444,31.0076739417,30.1589123694,0.949535715354,37.1018798503,116.476155989,92.3572501896,82.4314821302,9.90576805939,0.02
 01/11  16:00:00,212.066901484,30.8118961274,26.0108728072,1.00694676662,37.1018798503,116.476155989,93.6554942089,83.7297261495,9.90576805939,0.02
 01/11  17:00:00,210.562974307,30.0589131159,24.9944628841,1.27302415681,37.1018798503,116.476155989,108.415686804,89.8838679484,9.90576805939,8.62605079643
 01/11  18:00:00,223.417277004,29.7491219379,23.6399296749,1.69780019995,37.1018798503,116.476155989,103.930089848,94.0043217882,9.90576805939,0.02
 01/11  19:00:00,133.75644478,27.3730108823,19.3187974266,0.0,24.7345865669,47.5788473902,81.2160806813,76.2431966516,4.9528840297,0.02
 01/11  20:00:00,134.419321826,28.2856690548,19.0690110729,0.0,24.7345865669,47.5788473902,88.1129907057,83.140106676,4.9528840297,0.02
 01/11  21:00:00,111.592792028,26.2413147484,19.5437685259,0.0,12.3672932834,38.6892022431,101.024011113,98.0322806947,2.97173041782,0.02
 01/11  22:00:00,89.6796528336,20.5578585839,15.1039481218,0.00769841308336,12.3672932834,27.0668015668,91.9663677868,80.3892838061,2.97173041782,8.60535356279
 01/11  23:00:00,65.3987366585,17.4942098323,13.2613135406,0.0,4.12243109448,15.9888894789,77.5230967196,74.5313663018,2.97173041782,0.02
 01/11  24:00:00,75.092477778,23.0067596896,16.9836641747,0.349630609913,4.12243109448,15.9888894789,99.2328452131,96.2411147953,2.97173041782,0.02
 01/12  01:00:00,66.8677490074,18.1513237165,13.7016923902,0.371519728902,4.12243109448,15.9888894789,81.111955839,78.1202254212,2.97173041782,0.02
 01/12  02:00:00,74.662005173,22.3058382131,17.169970316,0.433773435777,4.12243109448,15.9888894789,101.297739787,98.306009369,2.97173041782,0.02
 01/12  03:00:00,68.983826747,18.8084376007,13.9528536983,1.57932236518,4.12243109448,15.9888894789,82.5149307198,79.523200302,2.97173041782,0.02
 01/12  04:00:00,76.0354138336,22.6562989514,17.4850387162,1.14165303113,4.12243109448,15.9888894789,103.567964044,100.576233627,2.97173041782,0.02
 01/12  05:00:00,101.199158543,27.7015678244,19.7386481833,1.69996176901,12.3672932834,24.9413748627,116.426140844,111.453256814,4.9528840297,0.02
 01/12  06:00:00,125.39177584,28.5141440339,21.4079957981,23.4106552601,12.3672932834,24.9413748627,181.998831911,177.025947881,4.9528840297,0.02
 01/12  07:00:00,178.587501587,29.0054541728,20.4929396914,18.8846459848,24.7345865669,70.7195625826,149.072058883,139.146290823,9.90576805939,0.02
 01/12  08:00:00,198.343313668,29.1780448012,21.1643881597,13.1507833858,37.1018798503,92.3937384068,129.573564474,119.647796414,9.90576805939,0.02
 01/12  09:00:00,202.869672789,29.2588958241,22.6969329139,8.71871376781,37.1018798503,104.434947198,121.305592653,111.379824594,9.90576805939,0.02
 01/12  10:00:00,211.020535701,29.4000172874,23.0746943127,4.30907270736,37.1018798503,116.476155989,122.110467774,103.577373623,9.90576805939,8.6273260921
 01/12  11:00:00,210.418972099,29.7445421883,23.9619591665,2.47511820481,37.1018798503,116.476155989,106.10332782,96.177559761,9.90576805939,0.02
 01/12  12:00:00,211.365738713,30.2899596651,25.2962186835,1.54195571525,37.1018798503,116.476155989,109.097855506,90.5585802911,9.90576805939,8.6335071552
 01/12  13:00:00,200.348733037,30.7176660389,26.0662436656,1.36905409107,37.1018798503,104.434947198,96.9234230642,86.9976550048,9.90576805939,0.02
 01/12  14:00:00,212.896616772,31.0039396287,26.3854006333,1.2696608831,37.1018798503,116.476155989,103.089412681,84.5501662162,9.90576805939,8.63347840554
 01/12  15:00:00,212.942592438,31.100375135,26.3792860863,1.22559595286,37.1018798503,116.476155989,93.0777858924,83.152017833,9.90576805939,0.02
 01/12  16:00:00,212.732409344,30.9403840823,26.3669879802,1.18784418059,37.1018798503,116.476155989,93.3483552336,83.4225871742,9.90576805939,0.02
 01/12  17:00:00,211.595337911,30.1553319697,25.8235585052,1.37988149186,37.1018798503,116.476155989,108.062697072,89.5308468456,9.90576805939,8.626082167
 01/12  18:00:00,225.178150537,29.8237549023,25.3768270509,1.64713976721,37.1018798503,116.476155989,103.180750938,93.2549828786,9.90576805939,0.02
 01/12  19:00:00,136.627772143,27.4460235361,22.1171103603,0.0,24.7345865669,47.5788473902,80.1405207244,75.1676366947,4.9528840297,0.02
 01/12  20:00:00,136.317730038,28.2856690548,20.9674174746,0.0,24.7345865669,47.5788473902,87.0048779587,82.031993929,4.9528840297,0.02
 01/12  21:00:00,111.62127571,26.6793906712,19.1338227657,0.000351915605129,12.3672932834,38.6892022431,109.130674811,97.5512467964,2.97173041782,8.60769759678
 01/12  22:00:00,89.3991645347,20.9944931527,14.3726854289,0.0,12.3672932834,27.0668015668,84.8123311017,81.8206006838,2.97173041782,0.02
 01/12  23:00:00,65.404337284,17.4942098323,13.266914442,0.0,4.12243109448,15.9888894789,77.4622903852,74.4705599674,2.97173041782,0.02
 01/12  24:00:00,76.046435803,23.0943748742,17.948239839,0.251398038583,4.12243109448,15.9888894789,98.9206663947,95.9289359769,2.97173041782,0.02
 01/13  01:00:00,66.8060325695,18.1513237165,13.7409576472,0.270538264928,4.12243109448,15.9888894789,80.6311358908,77.639405473,2.97173041782,0.02
 01/13  02:00:00,73.6123474591,22.3058382131,16.1955815387,0.358504709757,4.12243109448,15.9888894789,101.110119757,98.1183893394,2.97173041782,0.02
 01/13  03:00:00,67.6684374189,18.7208224161,12.8579577042,1.44644440723,4.12243109448,15.9888894789,82.6862691743,79.6945387565,2.97173041782,0.02
 01/13  04:00:00,75.6380226029,22.7439141359,16.8376239706,1.30406153537,4.12243109448,15.9888894789,103.79322291,100.801492492,2.97173041782,0.02
 01/13  05:00:00,101.156478611,27.7015678244,19.7056733224,1.69025685499,12.3672932834,24.9413748627,116.502174582,111.529290552,4.9528840297,0.02
 01/13  06:00:00,125.539840873,28.5211616996,22.1869081549,22.7727904123,12.3672932834,24.9413748627,181.597689962,176.624805932,4.9528840297,0.02
 01/13  07:00:00,179.304534524,29.0106477576,22.1638886826,17.9255364734,24.7345865669,70.7195625826,148.239250201,138.313482142,9.90576805939,0.02
 01/13  08:00:00,198.640558716,29.1925813762,21.4348697285,13.1630109234,37.1018798503,92.3937384068,129.550183675,119.624415615,9.90576805939,0.02
 01/13  09:00:00,204.392587371,29.2522435394,21.3346593369,11.6105496578,37.1018798503,104.434947198,123.93155109,114.00578303,9.90576805939,0.02
 01/13  10:00:00,215.981280865,29.3118178824,22.1389825746,10.2937365465,37.1018798503,116.476155989,129.31461509,110.783261358,9.90576805939,8.62558567276
 01/13  11:00:00,214.672283404,29.3773677732,22.4688420848,8.58871420257,37.1018798503,116.476155989,117.582895565,107.657127506,9.90576805939,0.02
 01/13  12:00:00,211.332915179,29.5517626182,22.8971258695,4.64642751487,37.1018798503,116.476155989,118.013265237,99.4739762243,9.90576805939,8.63352095327
 01/13  13:00:00,199.985763625,29.9508965154,24.6320191071,3.20707345955,37.1018798503,104.434947198,102.572640888,92.6468728288,9.90576805939,0.02
 01/13  14:00:00,212.119782538,30.4055932998,25.1824765973,2.29409940895,37.1018798503,116.476155989,106.374427533,87.8351662404,9.90576805939,8.63349323285
 01/13  15:00:00,212.004149764,30.6138636777,25.107850557,2.04509711421,37.1018798503,116.476155989,95.3101219945,85.3843539351,9.90576805939,0.02
 01/13  16:00:00,212.112045847,30.5641485854,25.4109015171,1.89979719516,37.1018798503,116.476155989,103.773935404,85.2377647096,9.90576805939,8.63040263463
 01/13  17:00:00,211.845814076,29.9477457691,25.7148453274,1.94666378603,37.1018798503,116.476155989,100.867424681,90.9416566218,9.90576805939,0.02
 01/13  18:00:00,225.319937729,29.7502722778,25.0006616167,2.23857113313,37.1018798503,116.476155989,104.600410182,94.6746421231,9.90576805939,0.02
 01/13  19:00:00,134.890654794,27.5555425168,20.2704722,0.0,24.7345865669,47.5788473902,81.8796977643,76.9068137346,4.9528840297,0.02
 01/13  20:00:00,133.886723674,27.9936184396,18.828459868,0.0,24.7345865669,47.5788473902,89.0597824184,84.0868983887,4.9528840297,0.02
 01/13  21:00:00,110.291917288,26.6793906712,17.8048176688,0.0,12.3672932834,38.6892022431,111.063753592,99.4836078409,2.97173041782,8.60841533306
 01/13  22:00:00,89.7762903954,21.4325690755,14.1196001184,0.192138714484,12.3672932834,27.0668015668,86.5676362458,83.575905828,2.97173041782,0.02
 01/13  23:00:00,64.0604577896,17.4942098323,11.8279544172,0.0,4.12243109448,15.9888894789,78.5166287328,75.524898315,2.97173041782,0.02
 01/13  24:00:00,74.1324537579,22.9629520973,14.1312345483,1.12615676917,4.12243109448,15.9888894789,100.448376678,97.45664626,2.97173041782,0.02
 01/14  01:00:00,66.2633555148,18.1513237165,10.9162674763,1.03373804836,4.12243109448,15.9888894789,82.1896899393,79.1979595214,2.97173041782,0.02
 01/14  02:00:00,74.1865743918,22.5248761745,13.6772181339,1.23720618018,4.12243109448,15.9888894789,102.934331857,99.9426014394,2.97173041782,0.02
 01/14  03:00:00,71.5928109853,19.6845894463,10.7907834742,5.30027649399,4.12243109448,15.9888894789,83.5343914609,80.5426610431,2.97173041782,0.02
 01/14  04:00:00,81.5072741437,23.6200659815,12.6999536267,5.06234205796,4.12243109448,15.9888894789,104.756241025,101.764510607,2.97173041782,0.02
 01/14  05:00:00,92.3193555882,28.4316943624,13.9578140802,8.07326092367,4.12243109448,16.0517297156,125.322173539,122.330443121,2.97173041782,0.02
 01/14  06:00:00,90.4772860384,27.9936184396,14.4773046333,7.59184982482,4.12243109448,16.0517297156,127.169907659,124.178177241,2.97173041782,0.02
 01/14  07:00:00,122.174813646,28.8697702852,14.3232428176,12.9849919543,4.12243109448,39.6058045677,112.159038963,109.167308546,2.97173041782,0.02
 01/14  08:00:00,182.577342463,28.8782115161,17.1272920887,45.1763499465,12.3672932834,65.3531420225,163.941134941,158.968250912,4.9528840297,0.02
 01/14  09:00:00,165.819931481,28.8771071058,19.4837716779,33.191553979,12.3672932834,68.2430321324,156.829810871,151.856926841,4.9528840297,0.02
 01/14  10:00:00,182.850614214,28.9041017231,22.5627939881,21.1002026833,16.4897243779,93.1370602926,142.634815244,134.690200796,7.92461444751,0.02
 01/14  11:00:00,179.601980925,28.9057821903,23.8410103391,16.5715537753,16.4897243779,93.1370602926,144.581644379,128.045627575,7.92461444751,8.61140235646
 01/14  12:00:00,178.539297815,28.9055132228,25.4540494746,13.8961296037,16.4897243779,93.1370602926,133.025924144,125.081309697,7.92461444751,0.02
 01/14  13:00:00,170.171662213,28.9045698687,27.187317897,12.9478075167,16.4897243779,83.9857416113,132.44721421,124.502599763,7.92461444751,0.02
 01/14  14:00:00,166.074926925,28.9034368657,26.412028005,9.62748915511,16.4897243779,83.9857416113,128.90331978,120.958705333,7.92461444751,0.02
